Gene,Log2FoldChange,p_value,adjusted_p_value
15970,0.04418020172216853,0.0005929923624818188,0.014099267609602643
779,0.04390448519080925,0.002562721819362343,0.03428933286332911
31,0.04362673063058908,0.004999537401957923,0.04845268281962469
23251,0.04346806355930702,0.00023381361072753138,0.014099267609602643
8111,0.04335306351275886,0.0037988382660614156,0.04227425147360652
22288,0.04327848959514499,2.076221315480388e-05,0.014099267609602643
22879,0.04318591133033786,0.0005848855725509198,0.014099267609602643
16350,0.04305787043408245,0.00066099659776802,0.014099267609602643
22307,0.04303643170264247,0.0033958868138652806,0.04000978195802776
17277,0.04301888813592453,0.0007926622008881455,0.01548350796661214
15457,0.04286329795309038,0.0007465450597445068,0.014812992997590506
20623,0.04281505748291048,0.0004500357304964593,0.014099267609602643
18429,0.04269754000454466,0.0008390219432907645,0.016177264770880898
22441,0.0426816690335166,7.68588268260463e-05,0.014099267609602643
11755,0.04263431741004821,0.0013142210464086547,0.022270892397347867
20282,0.04262163693693888,0.00496086984196805,0.04815614604626976
11178,0.04231503025364382,0.004091210735526823,0.04408902946141096
3834,0.04231241870434643,0.0005836950147280932,0.014099267609602643
18782,0.04210817652303174,0.0008803283973143048,0.016703846457784145
21446,0.041993925527336926,0.00033845599234295784,0.014099267609602643
15726,0.041961155867498615,0.003968344848758257,0.043253146821853695
21859,0.041951420713864415,0.0004910493488909528,0.014099267609602643
3689,0.041849559403995686,0.000985198506588505,0.01817363860298888
12311,0.041827761889599205,0.0003359916344978228,0.014099267609602643
22293,0.04177825600586573,0.0006335164066732033,0.014099267609602643
8461,0.041557944288028226,0.0010466764749701958,0.019057335970662528
20287,0.041512657765046035,2.2824815008935482e-05,0.014099267609602643
18928,0.041258315533225856,0.0022680376088480623,0.03177116063568266
23081,0.04115201823318599,0.004139831808752705,0.04439253606241107
18973,0.04113906444026924,0.00024385173639344645,0.014099267609602643
18953,0.04109083185408395,0.005292472537496132,0.04973074547414651
15727,0.0410451431453404,0.00031434714481008973,0.014099267609602643
8347,0.040996818667642015,0.0023778483287404542,0.03260151614418992
20,0.04095353256290697,0.002303868783888804,0.032047516499545695
11106,0.04089367339201097,0.00036059390351869344,0.014099267609602643
14106,0.04087681282295433,0.00036902359115684955,0.014099267609602643
18250,0.04086353979414535,0.000214024209124815,0.014099267609602643
8607,0.04083076065117279,0.00017723955775745113,0.014099267609602643
9900,0.04069042584388051,0.001570181195724424,0.02497016998130713
9496,0.04059074563206787,0.003586863357295498,0.04101845348784498
22173,0.0405556121449214,0.001203168852252158,0.021143261536733446
22314,0.040463421576461905,0.0002795511089644937,0.014099267609602643
19485,0.04026252428404538,0.0017891257454058522,0.027305902520995965
15352,0.040110188729622326,0.0008416636524608692,0.01620202530987173
17296,0.040077717461971085,0.0001398653858545636,0.014099267609602643
18305,0.03996514979473029,0.001636994887194379,0.025622995381855623
22000,0.039895838714896936,0.0028762313251241675,0.03644799573641972
20765,0.03989409020773731,0.0016335642160945991,0.025602874483373655
